Type,"IBM Product",VRM,PID,"Licence Type",MTM,GA,"GA #",EOM,"EOM #",EOD,"EOD #",EOS,"EOS #","End All Support","Eligible service","Lifecycle Policy",Exception,Comments,"More Info URL","Last modified"
SW,"IBM Security SiteProtector System",3.1.x,5725-M04,IPLA,N/A,2014-05-09,214-135,,,N/A,N/A,2015-03-31,,2022-12-30,,O,0,,http://www-01.ibm.com/support/docview.wss?rs=0&uid=swg21497878,06-22-2021
SW,"IBM Security Trusteer Apex Advanced Malware Protection",1307.x.x,5725-R90,IPLA,N/A,2014-08-05,214-310,2017-01-10,916-117,N/A,N/A,2018-01-10,916-117,2018-01-10,,O,0,,,06-22-2021
SW,"IBM Security Virtual Server Protection for VMware",1.0.x,5725-A42,IPLA,N/A,2009-12-15,609-086,,,N/A,N/A,2012-03-09,610-077,2014-03-09,,S,0,"<div>End of Content date: 03/09/2012</div>",,03-02-2022
SW,"IBM Security Virtual Server Protection for VMware",1.1.x,5725-A42,IPLA,N/A,2010-12-02,210-394,2014-04-30,914-001,N/A,N/A,2016-12-31,915-126,2018-12-31,,S,0,,,06-22-2021
SW,"IBM Security Web Gateway Appliance",7.0.x,5725-G50,IPLA,N/A,2012-12-14,212-438,,,N/A,N/A,2019-09-30,"914-030 ",2022-09-30,,O,0,"Lifecycle Policy details",https://www-prd-trops.events.ibm.com/node/872590,06-22-2021
SW,"IBM Security X-Force IP Rep Intel Subscription",7.1.x,5725-I96,IPLA,N/A,2013-01-18,213-006,2019-01-09,918-134,N/A,N/A,,,,,E,0,,,05-19-2022
SW,"IBM Security X-Force IP Rep Intel Subscription",7.2.x,5725-I96,IPLA,N/A,2013-08-12,213-277,2019-01-09,918-134,N/A,N/A,,,,,E,0,,,05-19-2022
SW,"IBM Security zSecure Adapters for QRadar SIEM",2.1.x,5655-AD8,IPLA,N/A,2014-09-05,214-274,2018-03-12,917-189,N/A,N/A,2018-09-30,917-112,2021-09-30,,E,0,<div>5655-AD9</div>,,06-22-2021
SW,"IBM Security zSecure Adapters for QRadar SIEM",2.2.x,5655-AD8,IPLA,N/A,2015-11-06,215-392,2018-03-12,917-189,N/A,N/A,2020-09-30,919-021,2023-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-AD9</div>,,07-17-2023
SW,"IBM Security zSecure Adapters for SIEM",2.3.x,5655-AD8,IPLA,N/A,2017-08-11,217-367,2020-01-27,919-038,N/A,N/A,2022-09-30,921-079,2025-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-AD9</div>,,07-17-2023
SW,"IBM Security zSecure Adapters for SIEM",2.4.x,5655-AD8,IPLA,N/A,2019-09-30,219-370,2022-03-07,921-124,N/A,N/A,2024-09-30,923-001,2027-09-30,,E,0,<div>5655-AD9</div>,,02-14-2023
SW,"IBM Security zSecure Admin",1.12.x,5655-T01,IPLA,N/A,2010-11-12,210-374,2014-03-10,913-252,N/A,N/A,2015-09-30,914-150,2017-09-30,,S,0,<div>5655-T03</div>,,06-22-2021
SW,"IBM Security zSecure Admin",1.13.x,5655-T01,IPLA,N/A,2011-11-11,211-432,2014-03-10,913-252,N/A,N/A,2017-09-30,916-121,2019-09-30,,S,0,<div>5655-T03</div>,,06-22-2021
SW,"IBM Security zSecure Admin",2.1.x,5655-N16,IPLA,N/A,2013-09-06,213-293,2018-03-12,917-189,N/A,N/A,2018-09-30,917-112,2021-09-30,,E,0,<div>5655-T03</div>,,06-22-2021
SW,"IBM Security zSecure Admin",2.2.x,5655-N16,IPLA,N/A,2015-11-06,215-392,2018-03-12,917-189,N/A,N/A,2020-09-30,919-021,2023-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-T03</div>,,07-17-2023
SW,"IBM Security zSecure Admin",2.3.x,5655-N16,IPLA,N/A,2017-08-11,217-367,2020-01-27,919-037,N/A,N/A,2022-09-30,921-079,2025-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-T03</div>,,07-17-2023
SW,"IBM Security zSecure Admin",2.4.x,5655-N16,IPLA,N/A,2019-09-30,219-370,2022-03-07,921-124,N/A,N/A,2024-09-30,923-001,2027-09-30,,E,0,<div>5655-T03</div>,,02-14-2023
SW,"IBM Security zSecure Alert",1.12.x,5655-T11,IPLA,N/A,2010-11-12,210-374,2014-03-10,913-252,N/A,N/A,2015-09-30,914-150,2017-09-30,,S,0,<div>5655-T12</div>,,06-22-2021
SW,"IBM Security zSecure Alert",1.13.x,5655-T11,IPLA,N/A,2011-11-11,211-432,2014-04-10,913-252,N/A,N/A,2017-09-30,916-121,2019-09-30,,S,0,<div>5655-T12</div>,,06-22-2021
SW,"IBM Security zSecure Alert",2.1.x,5655-N21,IPLA,N/A,2013-09-06,213-293,2018-03-12,917-189,N/A,N/A,2018-09-30,917-112,2021-09-30,,E,0,<div>5655-T12</div>,,06-22-2021
SW,"IBM Security zSecure Alert",2.2.x,5655-N21,IPLA,N/A,2015-11-06,215-392,2018-03-12,917-189,N/A,N/A,2020-09-30,919-021,2023-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-T12</div>,,07-17-2023
SW,"IBM Security zSecure Alert",2.3.x,5655-N21,IPLA,N/A,2017-08-11,217-367,2020-01-27,919-038,N/A,N/A,2022-09-30,921-079,2025-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-T12</div>,,07-17-2023
SW,"IBM Security zSecure Alert",2.4.x,5655-N21,IPLA,N/A,2019-09-30,219-370,,,N/A,N/A,2024-09-30,923-001,2027-09-30,,E,0,<div>5655-T12</div>,,02-14-2023
SW,"IBM Security zSecure Audit",1.12.x,5655-T02,IPLA,N/A,2010-11-12,210-374,2014-03-10,913-252,N/A,N/A,2015-09-30,914-150,2017-09-30,,S,0,<div>5655-T04</div>,,06-22-2021
SW,"IBM Security zSecure Audit",1.13.x,5655-T02,IPLA,N/A,2011-11-11,211-432,2014-03-10,913-252,N/A,N/A,2017-09-30,916-121,2019-09-30,,S,0,<div>5655-T04</div>,,06-22-2021
SW,"IBM Security zSecure Audit",2.1.x,5655-N17,IPLA,N/A,2013-09-06,213-293,2018-03-12,917-189,N/A,N/A,2018-09-30,917-112,2021-09-30,,E,0,<div>5655-T04</div>,,06-22-2021
SW,"IBM Security zSecure Audit",2.2.x,5655-N17,IPLA,N/A,2015-11-06,215-392,2018-03-12,917-189,N/A,N/A,2020-09-30,919-021,2023-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-T04</div>,,07-17-2023
SW,"IBM Security zSecure Audit",2.3.x,5655-N17,IPLA,N/A,2017-08-11,217-367,2020-01-27,919-037,N/A,N/A,2022-09-30,921-079,2025-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-T04</div>,,07-17-2023
SW,"IBM Security zSecure Audit",2.4.x,5655-N17,IPLA,N/A,2019-09-30,219-370,2022-03-07,921-124,N/A,N/A,2024-09-30,923-001,2027-09-30,,E,0,<div>5655-T04</div>,,02-14-2023
SW,"IBM Security zSecure CICS Toolkit",1.12.x,5655-T05,IPLA,N/A,2010-11-12,210-374,2014-03-10,913-252,N/A,N/A,2015-09-30,914-150,2017-09-30,,S,0,<div>5655-T06</div>,,06-22-2021
SW,"IBM Security zSecure CICS Toolkit",1.13.x,5655-T05,IPLA,N/A,2011-11-11,211-432,2014-03-10,913-252,N/A,N/A,2017-09-30,916-121,2019-09-30,,S,0,<div>5655-T06</div>,,06-22-2021
SW,"IBM Security zSecure CICS Toolkit",2.1.x,5655-N18,IPLA,N/A,2013-09-06,213-293,2018-03-12,917-189,N/A,N/A,2018-09-30,917-112,2021-09-30,,E,0,<div>5655-T06</div>,,06-22-2021
SW,"IBM Security zSecure CICS Toolkit",2.2.x,5655-N18,IPLA,N/A,2015-11-06,215-392,2018-03-12,917-189,N/A,N/A,2020-09-30,919-021,2023-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-T06</div>,,07-17-2023
SW,"IBM Security zSecure CICS Toolkit",2.3.x,5655-N18,IPLA,N/A,2017-08-11,217-367,2020-01-27,919-037,N/A,N/A,2022-09-30,921-079,2025-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-T06</div>,,07-17-2023
SW,"IBM Security zSecure CICS Toolkit",2.4.x,5655-N18,IPLA,N/A,2019-09-30,219-370,2022-03-07,921-124,N/A,N/A,2024-09-30,923-001,2027-09-30,,E,0,<div>5655-T06</div>,,02-14-2023
SW,"IBM Security zSecure Command Verifier",1.12.x,5655-T07,IPLA,N/A,2010-11-12,210-374,,,N/A,N/A,2015-09-30,914-150,2017-09-30,,S,0,<div>5655-T08</div>,,06-22-2021
SW,"IBM Security zSecure Command Verifier",1.13.x,5655-T07,IPLA,N/A,2011-11-11,211-432,2014-03-10,913-252,N/A,N/A,2017-09-30,916-121,2019-09-30,,S,0,<div>5655-T08</div>,,06-22-2021
SW,"IBM Security zSecure Command Verifier",2.1.x,5655-N19,IPLA,N/A,2013-09-06,213-293,2018-03-12,917-189,N/A,N/A,2018-09-30,917-112,2021-09-30,,E,0,<div>5655-T08</div>,,06-22-2021
SW,"IBM Security zSecure Command Verifier",2.2.x,5655-N19,IPLA,N/A,2015-11-06,215-392,2018-03-12,917-189,N/A,N/A,2020-09-30,919-021,2023-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-T08</div>,,07-17-2023
SW,"IBM Security zSecure Command Verifier",2.3.x,5655-N19,IPLA,N/A,2017-08-11,217-367,2020-01-27,919-038,N/A,N/A,2022-09-30,921-079,2025-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-T08</div>,,07-17-2023
SW,"IBM Security zSecure Command Verifier",2.4.x,5655-N19,IPLA,N/A,2019-09-30,219-370,,,N/A,N/A,2024-09-30,923-001,2027-09-30,,E,0,<div>5655-T08</div>,,02-14-2023
SW,"IBM Security zSecure Compliance and Administration",1.13.x,5655-SE3,IPLA,N/A,2012-06-01,212-176,2014-03-10,913-252,N/A,N/A,2017-09-30,916-121,2019-09-30,,S,0,<div>5655-SE6</div>,,06-22-2021
SW,"IBM Security zSecure Compliance and Administration",2.1.x,5655-N25,IPLA,N/A,2013-09-06,213-293,2018-03-12,917-189,N/A,N/A,2018-09-30,917-112,2021-09-30,,E,0,<div>5655-SE6</div>,,06-22-2021
SW,"IBM Security zSecure Compliance and Administration",2.2.x,5655-N25,IPLA,N/A,2015-11-06,215-392,2018-03-12,917-189,N/A,N/A,2020-09-30,919-021,2023-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-SE6</div>,,07-17-2023
SW,"IBM Security zSecure Compliance and Administration",2.3.x,5655-N25,IPLA,N/A,2017-08-11,217-367,2020-01-27,919-038,N/A,N/A,2022-09-30,921-079,2025-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-SE6</div>,,07-17-2023
SW,"IBM Security zSecure Compliance and Administration",2.4.x,5655-N25,IPLA,N/A,2019-09-30,219-370,2022-03-07,921-124,N/A,N/A,2024-09-30,921-001,2027-09-30,,E,0,<div>5655-SE6</div>,,02-14-2023
SW,"IBM Security zSecure Compliance and Auditing",1.13.x,5655-SE2,IPLA,N/A,2012-06-01,212-176,2014-03-10,913-252,N/A,N/A,2017-09-30,916-121,2019-09-30,,S,0,<div>5655-SE5</div>,,06-22-2021
SW,"IBM Security zSecure Compliance and Auditing",2.1.x,5655-N24,IPLA,N/A,2013-09-06,213-293,2018-03-12,917-189,N/A,N/A,2018-09-30,917-112,2021-09-30,,E,0,<div>5655-SE5</div>,,06-22-2021
SW,"IBM Security zSecure Compliance and Auditing",2.2.x,5655-N24,IPLA,N/A,2015-11-06,215-392,2018-03-12,917-189,N/A,N/A,2020-09-30,919-021,2023-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-SE5</div>,,07-17-2023
SW,"IBM Security zSecure Compliance and Auditing",2.3.x,5655-N24,IPLA,N/A,2017-08-11,217-367,2020-01-27,919-038,N/A,N/A,2022-09-30,921-079,2025-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-SE5</div>,,07-17-2023
SW,"IBM Security zSecure Compliance and Auditing",2.4.x,5655-N24,IPLA,N/A,2019-09-30,219-370,2022-03-07,921-124,N/A,N/A,2024-09-30,923-001,2027-09-30,,E,0,<div>5655-SE5</div>,,02-14-2023
SW,"IBM Security zSecure Visual",1.12.x,5655-T09,IPLA,N/A,2010-11-12,210-374,2014-03-10,913-252,N/A,N/A,2015-09-30,914-150,2017-09-30,,S,0,<div>5655-T10</div>,,06-22-2021
SW,"IBM Security zSecure Visual",1.13.x,5655-T09,IPLA,N/A,2011-11-11,211-432,2014-03-10,913-252,N/A,N/A,2017-09-30,916-121,2019-09-30,,S,0,<div>5655-T10</div>,,06-22-2021
SW,"IBM Security zSecure Visual",2.1.x,5655-N20,IPLA,N/A,2013-09-06,213-293,2018-03-12,917-189,N/A,N/A,2018-09-30,917-112,2021-09-30,,E,0,<div>5655-T10</div>,,06-22-2021
SW,"IBM Security zSecure Visual",2.2.x,5655-N20,IPLA,N/A,2015-11-06,215-392,2018-03-12,917-189,N/A,N/A,2020-09-30,919-021,2023-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-T10</div>,,07-17-2023
SW,"IBM Security zSecure Visual",2.3.x,5655-N20,IPLA,N/A,2017-08-11,217-367,2020-01-27,919-038,N/A,N/A,2022-09-30,921-079,2025-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5655-T10</div>,,07-17-2023
SW,"IBM Security zSecure Visual",2.4.x,5655-N20,IPLA,N/A,2019-09-30,219-370,2022-03-07,921-124,N/A,N/A,2024-09-30,923-001,2027-09-30,,E,0,<div>5655-T10</div>,,02-14-2023
SW,"IBM Service Agility Accelerator for Cloud",1.1.x,5725-C88,IPLA,N/A,2011-10-07,211-333,2012-01-13,211-503,N/A,N/A,2014-09-30,914-182,2017-09-30,,E,1,,,06-22-2021
SW,"IBM Service Delivery Manager",7.2.x,5725-A34,IPLA,N/A,2010-09-17,210-214,2015-09-18,914-182,N/A,N/A,2017-06-23,916-117,2020-06-23,,E,1,"V7.2.x all EOS as of 916-117 for 6/23/2017.",,06-22-2021
SW,"IBM Service Management Suite for z/OS",1.1.x,5698-AAF,IPLA,N/A,2014-04-25,214-169,2015-03-09,914-227,N/A,N/A,2019-04-30,918-004,2022-04-30,,E,0,,,06-22-2021
SW,"IBM Service Management Suite for z/OS",1.2.x,5698-AAF,IPLA,N/A,2014-09-05,214-309,2016-03-14,915-229,N/A,N/A,2019-09-30,918-004,2022-09-30,,E,0,,,06-22-2021
SW,"IBM Service Management Suite for z/OS",1.3.x,5698-AAF,IPLA,N/A,2015-09-04,215-270,2016-09-12,916-094,N/A,N/A,2020-09-30,919-022,2023-09-30,,E,0,,,06-22-2021
SW,"IBM Service Management Suite for z/OS",1.4.x,5698-AAF,IPLA,N/A,2016-03-11,216-048,2018-03-12,917-189,N/A,N/A,2023-04-30,922-008,2026-04-30,"Proactive/ SoftwareXcel/ Support Line",E,0,,,07-17-2023
SW,"IBM Z Service Management Suite",1.5.x,5698-AAF,IPLA,N/A,2017-09-08,217-270,2020-03-09,919-172,N/A,N/A,2023-08-31,922-078,2026-08-31,"Proactive/ SoftwareXcel/ Support Line",E,0,<div>5698AAG</div>,,07-17-2023
SW,"IBM Session Manager for z/OS",2.1.x,5697-N61,IPLA,N/A,2007-10-05,207-200,2011-03-14,910-289,N/A,N/A,2013-09-30,912-144,2016-09-30,,E,0,5655J98,,06-22-2021
SW,"IBM Session Manager for z/OS",2.2.0,5697-N61,IPLA,N/A,2009-11-06,209-317,2012-09-10,912-091,N/A,N/A,2018-12-31,916-121,2018-12-31,,O,0,5655J98,,06-22-2021
SW,"IBM Session Manager for z/OS",3.1.0,5655-U98,IPLA,N/A,2011-03-11,211-024,2013-03-11,912-240,N/A,N/A,2018-12-31,916-121,2018-12-31,,O,0,5655J98,,06-22-2021
SW,"IBM Session Manager for z/OS",3.2.x,5655-U98,IPLA,N/A,2012-11-02,212-332,2017-01-02,916-022,N/A,N/A,2018-12-31,916-121,2018-12-31,,O,0,5655J98,,06-22-2021
SW,"IBM Smart Analytics Optimizer for DB2 for z/OS",1.1.0,5697-AQT,IPLA,N/A,2010-11-19,210-266,2011-12-12,911-239,N/A,N/A,2015-04-30,914-012,2015-04-30,,O,0,5697AQS,,06-22-2021
SW,"IBM Smart Analytics System 1050 Software",1.0.0,5725-B24,IPLA,N/A,2010-09-03,210-293,2011-11-18,911-038,N/A,N/A,2016-09-30,915-110,2016-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 1050 BI Software",1.0.0,5725-B39,IPLA,N/A,2010-09-03,210-293,2011-11-18,911-038,N/A,N/A,2014-09-30,913-004,2014-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 2050 Software",1.0.0,5725-B23,IPLA,N/A,2010-09-03,210-293,2011-11-18,911-038,N/A,N/A,2016-09-30,915-110,2016-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 2050 BI Software",1.0.0,5725-B40,IPLA,N/A,2010-09-03,210-293,2011-11-18,911-038,N/A,N/A,2014-09-30,913-004,2014-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 5600",1.0.0,5724-Z65,IPLA,N/A,2010-04-16,210-073,2011-02-16,910-284,N/A,N/A,2016-04-30,213-340,2016-04-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 5600 BI Software",1.0.0,5725-A07,IPLA,N/A,2010-04-16,210-073,2013-07-12,913-004,N/A,N/A,2014-09-30,913-004,2014-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 5600 Enterprise Software",1.2.0,5724-Z65,IPLA,N/A,2010-11-05,210-379,2011-02-16,910-284,N/A,N/A,2016-09-30,915-110,2016-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 5600 Enterprise Software",1.3.0,5724-Z65,IPLA,N/A,2013-06-14,213-188,2014-02-14,914-044,N/A,N/A,2019-09-30,917-037,2019-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 5710",1.0.0,5725-E29,IPLA,N/A,2011-09-27,211-424,2013-12-31,913-220,N/A,N/A,2017-09-30,913-220,2017-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 7600",1.0.0,5724-Y91,IPLA,N/A,2009-09-25,209-274,2011-03-15,910-297,N/A,N/A,2015-09-30,213-340,2015-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 7600",1.2.0,5724-Y91,IPLA,N/A,2010-05-18,210-123,2011-03-15,910-297,N/A,N/A,2015-09-30,213-340,2015-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 7600 BI Software",1.0.0,5724-Z06,IPLA,N/A,2009-09-25,209-274,2013-07-12,913-004,N/A,N/A,2014-09-30,913-004,2014-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 7700 Enterprise Software",2.0.0,5725-B29,IPLA,N/A,2010-09-17,210-294,2013-06-12,913-130,N/A,N/A,2016-09-30,915-110,2016-09-30,,O,0,,,05-31-2022
SW,"IBM Smart Analytics System 7700 Business Intelligence",1.2.0,5733-SBI,IPLA,N/A,2010-11-05,210-126,2012-02-28,912-030,N/A,N/A,2016-09-30,915-013,2016-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 7700 Enterprise Software",2.0.1,5733-SAE,IPLA,N/A,2010-11-05,210-126,2012-02-28,912-030,N/A,N/A,2016-09-30,915-013,2016-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 7700 Operating System Software",1.2.0,5733-SOS,IPLA,N/A,2010-11-05,210-386,2014-06-20,914-044,N/A,N/A,2016-09-30,915-013,2016-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 7710",2.1.0,5733-SES,IPLA,N/A,2011-11-04,211-425,2012-02-28,912-030,N/A,N/A,2016-09-30,915-013,2016-09-30,,O,0,,,06-22-2021
SW,"IBM Smart Analytics System 7710 Enterprise Software",2.1.0,5725-F24,IPLA,N/A,2012-02-27,212-058,2013-06-12,913-130,N/A,N/A,2016-09-30,915-013,2016-09-30,,O,0,,,06-22-2021
SW,"IBM SmartCloud Analytics",1.1.x,5725-K26,IPLA,N/A,2013-07-02,213-238,2014-04-30,914-056,N/A,N/A,2015-04-30,914-056,2018-04-30,,E,0,,,06-22-2021
SW,"IBM SmartCloud Analytics",1.2.x,5725-K26,IPLA,N/A,2013-10-01,,2018-04-20,,N/A,N/A,2018-12-31,,2021-12-31,,E,0,,,06-22-2021
SW,"IBM SmartCloud Analytics",1.3.x,5725-K26,IPLA,N/A,2014-09-11,214-369,2020-12-08,920-136,N/A,N/A,2022-09-30,920-136,2025-09-30,,E,0,,,10-01-2020
SW,"IBM SmartCloud Analytics - Log Analysis z/OS Insight Pack",1.1.x,5698-ARA,IPLA,N/A,2014-03-14,214-033,2014-09-12,914-227,N/A,N/A,2016-04-30,915-025,2019-04-30,,E,0,,,05-19-2022
SW,"IBM SmartCloud Analytics - Log Analysis z/OS Insight Pack",1.2.x,5698-ARA,IPLA,N/A,2014-09-12,214-308,2015-09-14,915-107,N/A,N/A,2018-04-30,917-008,2021-04-30,,E,0,,,05-19-2022
SW,"IBM SmartCloud Analytics - Log Analysis z/OS Insight Pack - WAS",1.1.x,5698-AAB,IPLA,N/A,2014-03-14,214-033,2014-09-12,914-227,N/A,N/A,2016-04-30,915-025,2019-04-30,,E,0,,,05-19-2022
SW,"IBM SmartCloud Analytics - Log Analysis z/OS Insight Pack - WAS",1.2.x,5698-AAB,IPLA,N/A,2014-09-12,214-308,2015-09-14,915-107,N/A,N/A,2018-04-30,917-008,2021-04-30,,E,0,,,05-19-2022
SW,"IBM SmartCloud Application Performance Management",7.5.x,5725-G70,IPLA,N/A,2012-08-21,212-300,,,N/A,N/A,2018-04-30,918-003,2021-04-30,,E,0,,,06-22-2021
SW,"IBM SmartCloud Application Performance Management",7.6.x,5725-G70,IPLA,N/A,2012-12-07,212-414,,,N/A,N/A,2018-04-30,918-003,2021-04-30,,E,0,,,06-22-2021
SW,"IBM SmartCloud Application Performance Management",7.7.x,5725-G70,IPLA,N/A,2014-01-10,213-585,,,N/A,N/A,,,,,E,0,"<div>IBM SmartCloud Application Performance Management UI version 7.x, a component of IBM SmartCloud Application Performance Management (5725-G70), is deprecated. Effective June 30, 2023, it will no longer be a component of IBM SmartCloud Application Performance Management. <a href=""https://www.ibm.com/docs/en/announcements/tscs-smartcloud-application-performance-management"" rel=""noopener"" target=""_blank"">AD23-0233</a></div>",,05-17-2023
SW,"IBM SmartCloud Entry for Flex system",2.3.0,5765-SCP,IPLA,N/A,2012-05-21,"212-085 ",,,N/A,N/A,2017-09-30,913-251,2019-09-30,,S,0,,,06-22-2021
SW,"IBM SmartCloud Entry for Power",2.2.0,5765-SKC,IPLA,N/A,2011-11-18,211-312,,,N/A,N/A,2017-04-30,913-251,2019-04-30,,S,0,,,06-22-2021
SW,"IBM SmartCloud Entry for Power",2.4.x,5765-SKP,IPLA,N/A,2012-10-12,212-362,,,N/A,N/A,2018-04-20,913-251,2021-04-20,,E,0,,,06-22-2021
SW,"IBM SmartCloud Entry for Power",3.1.x,5765-SB3,IPLA,N/A,2013-06-14,213-158,,,N/A,N/A,2018-09-30,914-189,2018-09-30,,O,0,,,06-22-2021
SW,"IBM SmartCloud Entry for Power",3.2.x,5765-SB3,IPLA,N/A,2013-12-13,213-351,,,N/A,N/A,2018-09-30,918-054,2018-09-30,,O,0,,,06-22-2021
SW,"IBM SmartCloud Monitoring",7.1.x,5725-F78,IPLA,N/A,2012-01-03,211-521,,,N/A,N/A,2018-04-30,918-003,2021-04-30,,E,0,,,06-22-2021
SW,"IBM SmartCloud Monitoring",7.2.x,5725-F78,IPLA,N/A,2013-03-29,213-065,,,N/A,N/A,,,,,E,0,,,07-17-2020
SW,"IBM SmartCloud Monitoring - Application Insight",1.1.x,5725-J97,IPLA,N/A,2013-05-17,213-046,2014-12-09,914-182,N/A,N/A,2019-04-30,918-054,2022-04-30,,E,0,,,06-22-2021
SW,"IBM SmartCloud Monitoring - Application Insight",1.2.x,5725-J97,IPLA,N/A,2014-01-10,213-585,2019-07-12,919-045,N/A,N/A,2019-04-30,918-054,2022-04-30,,E,0,,,06-22-2021
SW,"IBM SmartCloud Orchestrator",2.2.x,5725-H28,IPLA,N/A,2013-05-24,213-072,2015-09-18,914-182,N/A,N/A,2015-09-30,914-182,2018-09-30,,E,0,,,06-22-2021
SW,"IBM SmartCloud Orchestrator",2.3.x,5725-H28,IPLA,N/A,2013-12-06,213-375,2017-12-12,917-138,N/A,N/A,2018-04-30,917-138,2021-04-30,,E,0,,,06-22-2021
SW,"IBM SmartCloud Patch Management",8.2.0,5725-I16,IPLA,N/A,2012-10-26,212-363,2014-01-08,913-179,N/A,N/A,2015-04-30,914-056,2018-04-30,,E,0,,,06-22-2021
SW,"IBM SmartCloud Provisioning",2.1.x,5725-C88,IPLA,N/A,2012-08-31,212-161,2014-08-30,914-144,N/A,N/A,2016-09-30,916-016,2019-09-30,,E,1,,,05-20-2022
SW,"IBM SmartCloud Provisioning",2.3.x,5725-C88,IPLA,N/A,2013-12-06,213-375,2014-08-30,914-144,N/A,N/A,2016-09-30,916-016,2019-09-30,,E,1,,,05-20-2022
SW,"IBM SmartCloud Storage Access",1.1.x,5641-SSA,IPLA,N/A,2013-02-20,213-087,2016-04-23,916-041,N/A,N/A,2019-04-30,918-053,2021-04-30,,S,0,,,06-22-2021
SW,"IBM SmartCloud Storage Access",1.1.x,5725-I44,IPLA,N/A,2013-02-20,213-087,2016-04-23,916-041,N/A,N/A,2019-04-30,918-053,2021-04-30,,S,0,,,06-22-2021
SW,"IBM SmartCloud Storage Access",1.2.x,5641-SSA,IPLA,N/A,2013-12-13,213-404,2016-04-23,916-041,N/A,N/A,,,,,E,0,,,07-17-2020
SW,"IBM SmartCloud Storage Access",1.2.x,5725-I44,IPLA,N/A,2013-12-13,213-404,2016-04-23,916-041,N/A,N/A,,,,,S,0,,,07-17-2020
SW,"IBM SmartCloud Virtual Storage Center",5.1.x,5608-AE1,IPLA,N/A,2013-02-15,213-099,2017-09-15,917-037,N/A,N/A,2017-09-30,917-037,2017-09-30,,E,0,"<div>Note SUPT: IBM will not offer extended support after the specified end of support date. Clients are encouraged to upgrade to the latest release of the product.</div>",,06-22-2021
SW,"IBM SmartCloud Virtual Storage Center",5.1.x,5608-W08,IPLA,N/A,2012-11-02,212-185,2013-02-15,913-015,N/A,N/A,2017-09-30,917-037,2020-09-30,,E,0,"<div>Product replaced with 5608-AE1</div>",,06-22-2021
SW,"IBM SmartCloud Virtual Storage Center",5.1.x,5725-F92,IPLA,N/A,2012-11-02,212-185,2017-09-15,916-117,N/A,N/A,2017-09-30,916-117,2017-09-30,,E,0,"<div>IBM will not offer extended support after the specified end of support date. Clients are encouraged to upgrade to the latest release of the product.</div>",,06-22-2021
SW,"IBM SmartCloud Virtual Storage Center",5.2.x,5608-AE1,IPLA,N/A,2013-11-22,213-465,2018-12-11,918-138,N/A,N/A,2019-09-30,918-138,2019-09-30,,E,0,"<div>Note SUPT: IBM will not offer extended support after the specified end of support date. Where available, clients are encouraged to upgrade to the latest release of the product. IBM Virtual Storage Center V5.2.x (5608-AE1), new named in V5.2.8, continues the lifecycle support of previously named IBM SmartCloud Virtual Storage Center V5.2.x (5608-AE1)</div>",,06-22-2021
